date,year,quarter,rank,movie_cd,movie_nm,screen_count,show_count,audience_cnt,audience_acc,screen_share
2020-01-23,2020,2020Q1,8,20193385,하이큐!! 땅 VS 하늘,78,140,7116,7116,1.4908256880733946
2020-01-23,2020,2020Q1,9,20198676,타오르는 여인의 초상,77,165,5343,57045,1.4717125382262997
2020-01-23,2020,2020Q1,10,20192206,백두산,150,192,2213,8231291,2.86697247706422
2020-01-24,2020,2020Q1,1,20180939,남산의 부장들,1563,8784,535123,1127730,27.85103349964362
2020-01-24,2020,2020Q1,2,20192101,히트맨,965,4722,221293,439085,17.195295794725588
2020-01-24,2020,2020Q1,3,20188421,미스터 주: 사라진 VIP,652,2579,79715,184281,11.617961511047755
2020-01-24,2020,2020Q1,4,20192300,스파이 지니어스 ,710,1927,52052,110986,12.651461154668567
2020-01-24,2020,2020Q1,5,20183002,해치지않아,603,1357,41588,1039132,10.744832501781897
2020-01-24,2020,2020Q1,6,20199581,닥터 두리틀,352,542,14936,1545768,6.272273699215966
2020-01-24,2020,2020Q1,7,20196670,나쁜 녀석들: 포에버,302,416,9289,494139,5.381325730577334
2020-01-24,2020,2020Q1,8,20198676,타오르는 여인의 초상,90,171,5813,62858,1.6037063435495367
2020-01-24,2020,2020Q1,9,20192604,오즈의 마법사: 요술구두와 말하는 책,252,288,4080,8674,4.490377761938703
2020-01-24,2020,2020Q1,10,20192206,백두산,123,158,3254,8234545,2.191732002851033
2020-01-25,2020,2020Q1,1,20180939,남산의 부장들,1617,9054,693992,1821722,29.523461749132736
2020-01-25,2020,2020Q1,2,20192101,히트맨,1027,4889,327510,766595,18.751141135658205
2020-01-25,2020,2020Q1,3,20188421,미스터 주: 사라진 VIP,661,2421,101661,285942,12.068650721197736
2020-01-25,2020,2020Q1,4,20192300,스파이 지니어스 ,712,1776,49858,160844,12.999817418294688
2020-01-25,2020,2020Q1,5,20183002,해치지않아,576,1212,43754,1082886,10.51670622603615
2020-01-25,2020,2020Q1,6,20199581,닥터 두리틀,313,481,13652,1559420,5.714807376300895
2020-01-25,2020,2020Q1,7,20196670,나쁜 녀석들: 포에버,283,369,9703,503842,5.1670622603615115
2020-01-25,2020,2020Q1,8,20198676,타오르는 여인의 초상,80,167,4237,67095,1.460653642505021
2020-01-25,2020,2020Q1,9,20192206,백두산,119,153,4225,8238770,2.1727222932262187
2020-01-25,2020,2020Q1,10,20184571,천문: 하늘에 묻는다,89,104,2989,1987842,1.624977177286836
2020-01-26,2020,2020Q1,1,20180939,남산의 부장들,1659,9261,782927,2604649,28.70738882159543
2020-01-26,2020,2020Q1,2,20192101,히트맨,1122,5240,381642,1148237,19.41512372382765
2020-01-26,2020,2020Q1,3,20188421,미스터 주: 사라진 VIP,692,2433,107915,393857,11.974390032877661
2020-01-26,2020,2020Q1,4,20192300,스파이 지니어스 ,707,1766,72739,233583,12.23395051046894
2020-01-26,2020,2020Q1,5,20183002,해치지않아,591,1139,45631,1128517,10.226682817096384
2020-01-26,2020,2020Q1,6,20199581,닥터 두리틀,313,468,13743,1573163,5.416161965738017
2020-01-26,2020,2020Q1,7,20196670,나쁜 녀석들: 포에버,276,363,9969,513811,4.7759127876795295
2020-01-26,2020,2020Q1,8,20198676,타오르는 여인의 초상,81,162,6282,73377,1.4016265789929052
2020-01-26,2020,2020Q1,9,20192604,오즈의 마법사: 요술구두와 말하는 책,218,249,3885,15489,3.7722789409932513
2020-01-26,2020,2020Q1,10,20192206,백두산,120,146,3708,8242478,2.07648382073023
2020-01-27,2020,2020Q1,1,20180939,남산의 부장들,1615,8914,621378,3226027,28.92191977077364
2020-01-27,2020,2020Q1,2,20192101,히트맨,1122,5243,329078,1477315,20.093123209169054
2020-01-27,2020,2020Q1,3,20188421,미스터 주: 사라진 VIP,656,2268,88983,482840,11.74785100286533
